"","Sentiment","SentimentSC","Reviews","Label"
"159","Positive",4.32246398925781,"there is no other place i would want to be than the ohio state university this school has limitless opportunities in all aspects of life every class i take is interesting and the majority of the teachers ive had are always willing to help in any way they can from the ohio state pride on game days to endless nights at the library to club meetings and summer days on the oval i have always had positive experiences this school really knows how to come together after game losses or controversy students at ohio state never stop showing their pride for their school the teachers and administration want to see their student excel and succeed ohio state is somewhere that i know i have endless opportunities it is a large university but through organizations and classes there are so many ways to make it smaller and make it feel like a community i see the same people throughout the years in my classes and have established friendships with them you make it your own experience at ohio state it is an amazing school and i am so blessed to be able to be apart of it","community"
"160","Positive",4.24006986618042,"i love this school i came from a really small hometown but ohio state does not feel too big to me on a big campus there is always something to do there are tons of activities going on lots of clubs to join tons of travel opportunitiesthe list goes on and on being located in ohios capital city means that there is plenty to do off campus as well aside from the fun stuff the academics are good too osu is respected academically and there are many brilliant professors who teach here there is a ton of school pride and it seems like no matter where you travel to you will find a buckeyes fan once a buckeye always a buckeye","community"
"161","Negative",2.23897123336792,"i love being a buckeye ohio state is a university with great pride however sometimes the pride associated with being a buckeye can be viewed as arrogance many people after i inform them that i go to osu scoff at me and assume that i think im better than them because i attend ohio state also just from talking with other students it is no secret that osu is one of the most disliked schools in the country at athletic events our fans are often deemed rude and obnoxious we are ridiculed for adding the prefix of the ohio state university ohio state tries to hold itself to a higher standard than other schools recently the ohio state football program has gone through much scrutiny and change it has been an interesting time to be a student to say the least","community"
"162","Negative",2.30835032463074,"i love being a buckeye ohio state is a university with great pride however sometimes the pride associated with being a buckeye can be viewed as arrogance many people after i inform them that i go to osu scoff at me and assume that i think im better than them because i attend ohio state also just from talking with other students it is no secret that osu is one of the most disliked schools in the country at athletic events our fans are often deemed rude and obnoxious we are ridiculed for adding the prefix of the ohio state university ohio state tries to hold itself to a higher standard than other schools","community"
"163","Positive",0.410176753997803,"what overwhelms me constantly is the unity and pride felt amongst students staff faculty and alumni there is nothing like singing carmen ohio with people you do not even know to bring you together with those who love what you loveyour school i think ohio state is not only a top university but it is also a place where students can feel at home columbus is a great city and the support for ohio state from the surrounding community is excellent not only that but we as students respond to that support by giving back to the community three times a year there are huge campuswide community service days and that is not including what individual students and student organizations choose to do on their own service learning and relationship building are huge aspects to ohio state and any student who attends here will get to experience those bonds being built","community"
"164","Positive",4.3130612373352,"a tremendous opportunity the faculty are great and almost all of them in my experience are willing to help if you ask some may think that osu is too big but i think thats a strength as well anything you could hope to find is here and everyone ends up finding their own little homogenous groups anyway so its not like youre one person in a sea of 50000 there is a great combination of school spirit intellectual atmosphere and unique opportunities that i think make osu a great place to be","professors"
"165","Positive",3.7311897277832,"i absolutely love the size of ohio state i take advantage of its size because i know that at some smaller schools i wouldnt have as many opportunities as i do here people tend to be generally impressed when i tell them that i go to osu our school pride is huge and i cant help but feel that were one big buckeye family  no matter how corny it sounds","community"
"166","Positive",4.3035101890564,"at first glance ohio state seems huge it is true there are alot of students here however if you take a walk on campus youll see that it doesnt feel as big as the numbers say i see people i know on campus all the time and it never takes me more than 15 minutes to walk to class i like having some big lectures and those lectures always have small recitations we have great helpful professors who are experts in their fields and endless opportunities to get involved in research we have many successful sports teams and some games are free to go to they are so much fun we have literally a thousand student organizations so there is something for everyone to get involved in osu also has almost any major you could possibly imagine the students here are so spirited and proud of our university and it is inspiring even with all of the controversy around our football program this past year we all still love our school no matter where you go in the world you are almost guaranteed to meet someone from ohio state because we have such a large network of alumni i also love that we are in columbus the capital of ohio when youre on campus it feels like youre not in a big city but when you leave you have all of columbus at your hands","community"
"167","Positive",4.20880508422852,"overall its a great school with a lot of opportunities for students","outcomes"
"168","Positive",2.94323539733887,"i was hesitant to come to ohio state at first the overwhelming size of the campus can be scary at first but its also a huge advantage if you have an interest you will find someone else who has the same interests the size also means that if you are truly interested in a specific subject matter to study chances are there is a professor with that interest too","professors"
"169","Positive",4.15506219863892,"if i could go back and repeat my time at ohio state over and over i would this school will change your life for the better its a big place but that translates into opportunity we have had a presidential rally on campus there is a ridiculous amount of majors and you can try them all out if you are feeling adventurous with your general education its located in a real city with real people ie not sketchy townies and fun things to do and see our president actively seeks out the student opinion and puts our interests first dont believe me time voted dr gee the best college president in the us one piece of advice that will help you transition into here get involved just join something it will give you a sense of belonging that can be hard to find at first in a big university people are not joking when they say that they bleed scarlet and grey and thats not just a reference to athletics","community"
"170","Positive",4.26730489730835,"i think that ohio state offers the best of both worlds while it is one of the largest universities in the country it maintains a small school feel all of my classes have been 40 students or less which made the transition from high school extremely easy and my professors always made a point to learn everyones name the size really boils down to more opportunities to meet other students which results in a better overall experiance also columbus is an amazing college town there is always something to do  whether you prefer parties off of high street bars and arts in the short north the historic district german village or downtown as far as school pride goes you cant beat ohio state everyone loves being a buckeye with the shoe and the schott always packed with loyal fans one of my favorite experiences was meeting gordon gee the university president at a party i think he was drinking a dr pepper but the fact that he was there and stayed until 12 am was pretty amazing","community"
"171","Positive",3.63044786453247,"osu is huge if you dont like the city chances are that osu isnt for you its in the middle of a city and about 60000 people go to osu including grad students etc there are some really large classes but mostly only in the gecs general electives campus is amazing there is everything youd ever need in a 10 mile radius or less there is a lot of school pride at osu we have many traditions most of them about football even if you arent a fan of football chances are you will at least enjoy one game of buckeye football","community"
"172","Positive",1.54765605926514,"its bigso if you like big go freshman bio 101 classes could have 700 people in them unless you try and make a relationship with a professor its not going to happen its for sure a college town but you can go downtown in seconds the quarters are great because if you dont like a class its over in 10 weeks ive really only had 23 good professors i liked most tas dont speak english lots of school pride though sometimes crazy but you gotta love those bucks","professors"
"173","Positive",4.26865577697754,"there is a ton of school pride and people are always impressed when i tell them i go here we absolutely love our marching band the best damn band in the land and that may be one of the best things to me there are also endless ways to get involved and everyone can find there own place where they fit in everyone","community"
"174","Negative",3.01585078239441,"you have to make your osu experience it is a large campus and most faculty and administration care more about research than the education aspect which is very annoying i wonder how it might have differed at a smaller school also athletics tend to place a shadow on academics the most important warning is that speaking english well is not a requirement for professors i wish id known how many professors i would not be able to understand before i came i had an english class professor that had just moved to the us and was trying to learn to speak english still these professors have a research agenda but they are giving a light academic class to keep them on staff annoying for students","professors"
"175","Negative",3.15257596969604,"the best thing at osu is all the opportunities you can do so much here all you have to do is go to an office of research study abroad career advice whatever and they will set you up just showing a little interest in any of these things can get you a long way basically what i am trying to say is that there are so many resources at osu to serve the student its ridiculous","community"
"176","Positive",4.23949909210205,"i love the fact that osu is huge there are literally thousands of people to meet you never run out of new things to do it never gets boring the oval in the spring is incredible whether you like to play frisbee get a tan smoke hookah play guitar walk tightrope or just take advantage of the free foods that are given out from the various student organizations the oval is the place to get it all","community"
"177","Negative",1.09655714035034,"osu is one of the biggest colleges in the united states dont let that bother you i have all my major classes in about three buildings that are close together you wont have to trek all over campus unless you want to osu is also very personablemaybe this depends on your department but my department faculty and staff for the most part know me by name i wouldnt change the size of osu for anything","community"
"178","Positive",2.40732932090759,"the best thing about osu is its resources being the largest university in the country provides unlimited resources and opportunities another perk is that osu is very good at athletics from football to basketball even soccer osu has top notch athletic programs the major drawbacks also come from its size whether you like it or not you are a number i probably only see a handful of people i know walking around campus on any given day this provides the opportunity to meet a lot of new people but also makes you feel less connected there are some amazing professors but there are also many professors who are concerned more with their research than teacher so be selective in what classes you sign up for there email system sucks make sure you forward your email to another account for the most part i have enjoyed my time at osu thoroughly and think highly enough of it to come back for 4 years of medical school","community"
"179","Positive",3.75532460212708,"osu is huge but its as big or small as you want to make it i think everyone here can find their own niche whether that be through athletics music the arts partying etc living in the dorms really helps you find a core group of friends especially if you live in themedlivinglearning dorm where you live with students who have similar interests i like going to a school that is so largewe have so many opportunities here and in the rare case osu or columbus doesnt offer what you want you can start your own club","community"
"180","Positive",2.61996126174927,"ohio state is the biggest campus in the world so many of my friends from high school go here and both my parents went here i found the transition to college akward and weird here because the campus is so big and it is very very hard to establish close friends there is a ton of pride with people yelling the ohio chant i loved the experience of having football tickets and being in the crazy atmosphere of the crowd","outcomes"
"181","Positive",2.08899164199829,"some professors suck others are amazing just like everyone else on this campus of 56k it can be great or suck but once you are a buckeyeits for life","professors"
"182","Positive",3.06860733032227,"ohio state is known for its school pride football games are one of the most spectacular college experiences you will ever have there are over 100000 people rooting for the buckeyes students and staff boast about the academics ohio state is a very reputable research university and has challenging classes it is common said that there is a buckeye everywhere you go its true i studied abroad in dijon france and met a woman who had graduated for ohio state","community"
"183","Negative",2.67273831367493,"great school ed program needs revamped because after 4 years cant get liscence but still considered grad studetns so cant get financial aid our football rocks most frequent complaints schedule conflicts and professors who treat students disrespectfully","professors"
"184","Negative",1.14948797225952,"there is so much school pride within the students of osu i have never met anyone who did not show buckeye pride and spirit","community"
"185","Positive",4.32021045684814,"osu is great because it is a diverse community and prepares you for the real world being at such a large school gives you the opportunity to get involved in a variety of things and in whatever peaks your interest if an organization doesnt exist you can always create one at first the size can be intimidating but it doesnt take long to start to meet people and walking across campus you almost always pass someone you know it may be a large university but it can be as small as you want to make it","diversity"
"186","Positive",3.5868239402771,"most people are afraid to applyattend osu due to its size but i think thats its best asset there are 170 majors and you can create your own so if you dont know what you want to do you should come here if you know exactly what you want to do that program is probably highly ranked there are so many opportunities on campus and throughout columbus its easy to get a flexible job and to find an apartment we also have a large number of international students which adds a lot to the diversity experience","diversity"
"187","Positive",3.97147607803345,"i love telling people i go to osu i feel pride in my school and letting everyone know it the teachers here are mostly good teachers and it is very easy to make friends since there are so many students","community"
"188","Negative",2.78762364387512,"everyone complains about how osu is too bigimpersonal and how columbus sucks but this usually comes from people who are too lazy to seek out and access resources for themselves if there is anything i have learned about both osu and columbus its that you can pretty much find something someone or somewhere to suit whatever needs you have  whether its personal academic or professional now i sound like im writing a brochure but seriouslythis is a place that should not be underestimated that said one limitation of the size is how horribly bureaucratic this place is while most students can get their needs met sometimes they have to be pretty aggressive about making anything happen heres how it often works you need something you look up online the office that deals with whatever issue you have you go to that building they tell you to go elsewhere you go to the other place and the person at the desk looks at you like youre from outer space when you explain why youre there youre told to call someone you call and youre put on hold after youre taken off hold you get a recording and menu you finally talk to a person who tells you to call someone else finally the last person you call directs you to hisher boss who can deal with your problem but not without admonishing you to always look on the website first to see whom to call before bothering them","community"
"189","Positive",3.78174304962158,"a lot of people feel like ohio state is so large that they would become just another face in the crowd if they came here but the great thing about a huge university is the huge number of opportunities you have there are a ton of students here but that just means that youre practically guaranteed to find some awesome people that are interested in the same things you are and while osu is definitely a big school it doesnt take long before you start to feel like youre part of the family another great thing about ohio state is the number of traditions that we have from jumping in mirror lake to yelling oh io at each other around campus football season at ohio state is definitely an exciting time to be a buckeye being surrounded by 100000 other screaming ohio state fans at a game is definitely an experience ill remember for the rest of my life","community"
"190","Positive",4.13750839233398,"osus oie service is the best that i have seen","outcomes"
"191","Negative",4.44998455047607,"the quarter system is best the cost is ridiculous given that most of tuition is spent on pointless construction its a bit too big people kind of expect students to be at osu if they live in or around columbus most time spent in classrooms the administration is fairly useless i think most people are proud of the football team but most are also fed up with the school itself because of the administration most frequent complaints are cost and constantly being screwed over because graduation requirements seem to change from quarter to quarter and it seems the university is doing all it can to keep us there as long as possible to suck us dry of any chance we have of clearing up student loan debt","finanical"
"192","Positive",4.1776442527771,"diversity is at a premium at ohio state no student ever feels singled out as a student at ohio state i have never felt anything but support from all my classmates when i face uncertainty they help me work through it when i have an idea they listen instinctively when they talk i do the same we work together to get the best possible educational outcome possible because each student came here for an education and they all respect that","diversity"
"193","Negative",0.292425006628036,"ohio state is the largest campus in the country that being said we quite clearly have a very diverse student population it seems that many of our students are from ohio which is a common occurrence among all universities but we also represent the majority if not all of the states and many international countries just a year ago i had class with a girl from china who had only been in the states for a couple of months and only came here to attend ohio state no matter where you go or what classes you take you have the opportunity to meet someone very different from you","diversity"
"194","Negative",0.64527291059494,"we have a great amount of diversity here at ohio state a lot of ethnic minorities international students lgbt etc etc i think i know it could be better but at least the white suburbanness is diluted a little as an out of state student sometimes i feel overwhelmed by the number of ohio natives but theres always some place to stay if we want to travel instate for a weekend trip or something i wouldnt say were the most attractive group of people in any university ever but i see it more as a pro than as a con we have a lot of people from all over the spectrum and barspartiessocieties usually to my experience at least arent discriminatory ohio state is said to be a very fit campus and i believe it but theres a lot of body diversity as well its hard to pinpoint the students at osu because were so huge weve got everyone in droves","diversity"
"195","Negative",2.93001413345337,"students at ohio state come in all shapes and sizes we are black white gay straight rich poor atheists and catholics you cant feel out of place here because nobody really knows what in place actually is its easy to make friends in a class even if you don t know anyone especially if you dont know anyone theres a good chance you have somethign in common with the person beside you often ill have conversations with people about their hometown their major their age the high school they went to the boyfriendgirlfriend they have and even how they ever ended up at ohio state and after pointing out a list of differences there will always be one thing we have in common and thats dealing with this same professor for ten weeks most of my friends are from ohio paying instate tuition but i know a lot of other students who have gotten scholarships and come from places as far away as lebanon and india","diversity"
"196","Negative",4.41943264007568,"osu is such a massive university that its really impossible to describe a generic student there are so many majors and clubs that the subgroups into which a person can fall are nearly infinite the only thing that i would say connects almost all of us is football season when the buckeyes take the field in the fall watch out cuz were all nuts","community"
"197","Positive",4.23987197875977,"students here are diverse and full of spirit energy and pride for our university we have a large international student population many students from ohio and many from outofstate students wear anything from business casual to sweatpants to class i truly believe that anyone can find their place and fit in here","diversity"
"198","Positive",4.12365293502808,"my classmates are like me helpful thoughtful creative and ready to learn","community"
"199","Positive",4.21701097488403,"my classmates are all aspiring successful students with ambition goals and dreams","community"
"200","Positive",3.68259024620056,"mostly from the midwest but many from all over the world and the rest of the us","diversity"
"201","Negative",-0.0143844317644835,"604a082faed443b016e84c6ea63012b481c58f64867aa2dc62fff66e22ad7dff6c of the students here are basically the same whether they be greek or geed they like the buckeyes and they like to party there does seem to be a growing hipsteralternative movement inspired a lot by columbus itself then there are the athletes and the students and the kids who take sports and class and staying in shape over getting wasted","outcomes"
"202","Negative",2.12638235092163,"there are people here from everywhere every county of ohio every state of the usa and although i dont have proof i would bet someone from every single country if you are a minority or just different you will find that here","diversity"
"203","Negative",4.41640949249268,"every kind of student goes to ohio state i have met the international lgbtq atheists catholics nerds jocks greeks stoners organic garden loving whatever students they all attend osu and they all walk away with friends and respect for each other but be forewarned if you are not ready for someone to disagree with you im looking at you religious folks you are going to have to get over that everyone is accepting of others beliefs but a big part of ohio state is learning how to interact with people different than you you will be leaving your bubble and meeting some amazing individuals and sharing your experiences with them as well so dont close yourself off to it","diversity"
"204","Positive",2.13339304924011,"ohio state students for the most part are very driven and want to succeed while also having fun","outcomes"
"205","Positive",4.24927043914795,"my classmates are all extremely focused hard working friendly individuals who have both their own and their own classmates interests at heart and never settle for less than their best","community"
"206","Positive",4.20348930358887,"ohio state students are very out going with great attitudes and personalities we know what it takes to be a buckeye because we show our love for our university by going to all kinds of ohio state games and wearing our osu gear","community"
"207","Positive",4.23549699783325,"my classmates are very diverse from all around the state country and the world","diversity"
"208","Positive",1.80313980579376,"my classmates are proud hardworking students who aspire not only to succeed but also to help others succeed","outcomes"
"209","Positive",2.98515772819519,"classmates at ohio ohio state are very nice respectful helpful and understanding of you","community"
"210","Negative",0.879484951496124,"my classmates at the ohio state university are very eager to make the most of their college experience","community"
"211","Positive",2.44036459922791,"my classmates are very driven hard working but often willing to work together","community"
"212","Positive",4.09738063812256,"my classmates are driven to excel these students have worked extremely hard to get into the university and continue to work at this rate so that they can achieve top grades in their class they are motivated both internally and externally while students study hard in order to receive good grades they also do so because they want to achieve their best","community"
"213","Positive",2.84356307983398,"my classmates are fun enjoyable nerdy helpful outgoing successful peers that are willing to meet up and study with me","community"
"214","Positive",3.29429292678833,"eager competitive and diligent but always willing to lend a helping hand","diversity"
"215","Positive",2.6973295211792,"there are alot of people here in general and all that i have come across are respectful kind and help you out if at all possible","community"
"216","Positive",1.37399673461914,"my classmates are mostly nice definitely competitive","community"
"217","Positive",3.6213858127594,"my classmates are smart funny and great learners","community"
"218","Positive",4.23898983001709,"a group of extremely diverse hard working and competitive students who make me an overall better person and an overall better student by making me strive to work harder and succeed","diversity"
"219","Positive",3.22490644454956,"you wont find there is much of a typical classmate but there will be people of all types here","diversity"
"220","Positive",1.71158814430237,"my classes are hardworking students strivng to get most out of the college experience","courses"
"221","Positive",4.25247478485107,"friendly intelligent individuals who are eager to learn new things and are full of life","diversity"
"222","Negative",3.0891604423523,"the students at the ohio state university are a large slightly dysfunctional family that will always come together at the end of the day despite potential differences","community"
"223","Positive",4.25384712219238,"my classmates are goal oriented people that are willing to learn as much as possible","community"
"224","Negative",4.33589029312134,"the student population at ohio state is very diverse with around 50000 students there is no way to sum up the student body in just one sentance","diversity"
"225","Positive",2.92167949676514,"dedicated","community"
"226","Positive",3.36300611495972,"my classmates are diverse intelligent and determined","diversity"
"227","Positive",2.95104360580444,"my classmates are intelligent creative and fun to be around","community"
"228","Positive",0.344232141971588,"my classmates at ohio state are all very different most students are on the shy side but want to make friends and are just a little too nervous to reach out then there are some students who want to be everybodys friend all in all you will make friends that will last you a lifetime","diversity"
"229","Positive",4.27425718307495,"everybody is dedicated into doing well in class we motivate and help each other out","courses"
"230","Positive",4.26505899429321,"friendly diverse open engaged hardworking intelligent creative leaders and aspiring are all words that describe my classmates but what defines each classmate the most is the differences unlike any other school of conforming similar students the differences in personality that make each classmate their own individual and create an everlasting balance of amazing archetypes together we can accomplish anything","diversity"
"231","Positive",4.27573394775391,"my classmates vary widely in their passion for learning because ohio state is such a large school there are a lot of foreign students which helps me in learning how to communicate more effectively and become more well rounded this also provides a view into what my competition is instead of just on a national level","diversity"
"232","Positive",4.13005876541138,"many of my classmates are average 20 year olds many of them are smart and driven individuals who work hard to achieve good grades there are also students who dont care much about school but would rather party every night at osu there are pleanty of both type of student you can decide your own path","diversity"
"233","Positive",2.2390308380127,"the students at the ohio state university are fairly diverse with varied interests and backgrounds overall the majority of the students aer white although there is a substantial amount of diversity when comparing the university against the demographics of the state many seem to be academically driven although there will always be a range of motives as to why students are in college","diversity"
"234","Positive",4.14785432815552,"people here are friendly eagertohelp and approachable","community"
"235","Positive",3.27443432807922,"my classmates are very diverse","diversity"
"236","Positive",4.26681423187256,"in my japanese math business survey and linguistics class my classmates are respectful and fun to be with","courses"
"237","Positive",4.23221492767334,"my classmates cannot be described in one sentense due to the extreme diversity our school offers","diversity"
"238","Positive",4.18433666229248,"most are academically and socially well rounded career driven students","outcomes"
"239","Positive",4.30064535140991,"my classmates at ohio state university came from all corners of the world each with their own perspectives and unique life experiences adding richness to each of our many class discussions as well as to the total ohio state campus experience","diversity"
"240","Positive",3.70744204521179,"ohio state is big enough that pretty much every race religion and socioeconomic class is represented but everyone is brought together through their role as a buckeye i have friends from all different demographics and many who are from different countries most students in the business school are middle class or wealthy but financial aid does a great job of evening the playing field for those who are less fortunate a few years back osu students predominatley wore athletic clothing most of the time but recently there has been a shift to more of jcrew u type of style kids still rock sweat pants every once in a while but not as much as in the past campus definitely feels stylish but casual","community"
"241","Positive",4.20296764373779,"due to the fact that i have over 3000 classmates i would describe them as diverse accepting open  intelligent and fun","diversity"
"242","Positive",4.16860675811768,"my classmates understand the key to success is a strong balancing of academics fun friends family and extracurricular activities","community"
"243","Positive",4.17048072814941,"very diverse and intelligent","diversity"
"244","Positive",3.66381287574768,"they are mostly studious and everyone ive met has been very nice","community"
"245","Positive",3.26909923553467,"the classmates are there to study they are somewhat friendly and helpful mostly keep to themselves","courses"
"246","Positive",3.62387752532959,"at ohio state class sizes tend to vary and in result the dynamics of the people change in large lectures there is a sense of respect for the professor and other students while in smaller classes there is more of a sense of closeness and connectedness amongst the students and professors in the end no matter what the class size everyone is there to learn outside of the classroom classmates are friends roommates or floor mates the bound you form with these people outside of class is the bound that will last a lifetime","outcomes"
"247","Positive",1.62036955356598,"classmates are friendly and tired","community"
"248","Negative",3.40253043174744,"many are strongly opinionated and unwilling to progress their veiws and beliefs beyond the social constructions of the college society","community"
"249","Positive",3.22637701034546,"the great thing about osu is that there is no typical student the student body is so diverse","diversity"
"250","Negative",2.30505442619324,"my classmates could best be described as very preoccupied always too concerned with their own affairs to bother to stop and breathe in some fresh air so to speak","outcomes"
"251","Positive",3.45131611824036,"my classmates are helpful and interested in learning","community"
"252","Positive",4.2836799621582,"my classmates are energetic engaged and the most amazing people ive ever shared a classroom with","community"
"253","Positive",1.40147924423218,"the students at the ohio state university are very intelligent i do not have to go far to find help with an assignment my classmates are also very nice and most of them seem like they are willing to help others","community"
"254","Positive",4.22361660003662,"at ohio state all my classmates and i feel a strong sense of comradery with one another as we are united with the common goal of graduating","community"
"255","Negative",0.459518104791641,"classates at the ohio stahe university are extremely diverse but almost always open to new and exciting experiences","diversity"
"256","Positive",4.12159585952759,"my classmates are very conservative most of them i believe are antifeminist and they are very instrisic when in class","community"
"257","Positive",4.29073810577393,"my classmates are very focused and sometimes carefree sometimes they get stressed out over midterms and finals but overall my classmates are very smart and determined most of the people in my class are also knowledgeable about other topics besides their major","courses"
"258","Negative",0.749470412731171,"anybody who you want to meet or want to know","community"
"259","Positive",3.43183898925781,"most of my classmates come from similar backgrounds and which are conservative middle to upperclass white i will say that although i am not like them in refering to background they are mostly kind and open to new ideals","community"
"260","Positive",4.07603645324707,"my classmates range from athletes hoping to go on to professionally to the quintessential student always studying day or night","diversity"
"261","Positive",3.18199443817139,"my classmates are not my competition but rather a diverse set of individuals that if im lucky i shall learn from","diversity"
"262","Positive",2.97556567192078,"my classmates are very open minded kind compassionate and very outgoing","diversity"
"263","Negative",0.253536999225616,"my classmates are welcoming no matter who i sit next to in class everyone is always willing to go out of hisher way to help out a fellow classmate if they do not understand a concept","community"
"264","Positive",3.22951889038086,"my classmates are respectful caring and intelligent","community"
"265","Negative",1.26895189285278,"my classmates are both diverse in culture and in age ranging from those just beggining their journey to achieve their ideal careers to those coming back to achieve a premium education","diversity"
"266","Positive",1.75545215606689,"my classmates are hard working driven students who are looking to get the most out of their time at ohio state","outcomes"
"267","Positive",3.04909157752991,"hardworking individuals who want to do well and succeed in life","outcomes"
"268","Positive",3.85579824447632,"my classmates are and interesting group of people with varying interests and ideas","diversity"
"269","Positive",4.16290283203125,"the students here are a very diverse intelligent and dedicated bunch","diversity"
"270","Positive",4.20725727081299,"my classmates are typically respectful and diverse and generally take many notes and listen in class","diversity"
"271","Positive",1.17595183849335,"theres a lot of diversity at this university you encounter people of different backgrounds from various areas of the globe the largest minority group on the campus are asianspacific islanders but regardless what their social background may be all of my classmates are very polite mature eager and willing to assist others along the way who need the help in addition nearly every student at the campus is involved in some sort of activitiy that is supported by the university this broad discription gives anyone just a small idea of the school spirit behind this universitys students","diversity"
"272","Negative",3.02278089523315,"in many of my art classes i seem to meet the most approachable people however in most of my larger lecture classes my classmates seem to be unfriendly and mainly just keep to themselves this doesnt really bother me because i am not in a lecture to socialize but it would be nice to have more neighborly classmates","courses"
"273","Positive",4.2529468536377,"very supportive and fun to be with","community"
"274","Positive",4.29391384124756,"classmates are of all different ranks and are very friendly","diversity"
"275","Positive",4.27861785888672,"my classmates are very fun and passionate about their future and academics they want to learn and want to be in class","courses"
"276","Positive",4.28802013397217,"they are friendly and helpful as well as diverse in background and interests","diversity"
"277","Positive",4.04583835601807,"at ohio state there is a diverse student body but everyone is connected with one common passion life as a buckeye once you are a student of the ohio state univeresity you are forever dedicated to the school","diversity"
"278","Positive",3.18287372589111,"my classmates are young inspired individual who are investing in their futures to make their communities and in a certain sense the world a better and more cohesive place to live","community"
"279","Negative",4.52261590957642,"there is every type of student at osu you can far lefts far rights and everything in between there are people who party and people who study there are a lot of people from all different backgrounds there really isnt much to say here really at osu any person is welcome","diversity"
"280","Positive",3.81776714324951,"most students are open and friendly and enjoy the enviroment they are in","community"
"281","Positive",3.33585715293884,"my classmates are similar to myself they are fun outgoing people who are serious about getting a good education they know how to have fun but when it is time to get serious they are serious my classmates are very sociable and generally are not shy","community"
"282","Negative",-0.033599928021431,"isolated yet interdependent","diversity"
"283","Positive",3.87062978744507,"outside of race unique and diverse as far as personality and backround","diversity"
"284","Positive",1.88874864578247,"ready to learn","community"
"285","Positive",4.14782238006592,"my classmates are hardworking and dedicated to their academic career","community"
"286","Positive",3.60071206092834,"my classmates are all music majors that come from many different cultures and backgrounds","diversity"
"287","Positive",4.09301471710205,"academically focused friendly individuales","courses"
"288","Positive",4.30275535583496,"very well spirited mostly focused but know how to relax and have a good time too which leads to a very successful rewarding and balanced lifestyle and learning environment","diversity"
"289","Positive",3.0619785785675,"differs based on class","courses"
"290","Negative",0.130981519818306,"eager to learn and determined to understand","community"
"291","Positive",3.23231101036072,"mostly helpful","community"
"292","Positive",3.52488660812378,"my classmates are very energetic and hardworking people","community"
"293","Positive",4.26210975646973,"everyone here loves osu school spirt is in abundance students are friendly and a theres a sense of brotherhood among all buckeyes","community"
"294","Positive",3.29575562477112,"most of the classmates that i have had are incredibly helpful if it werent for the study groups that i made with people in my math and chemistry classes im not sure that i would have passes those classes","community"
"295","Negative",1.01030814647675,"focused","community"
"296","Negative",2.82876348495483,"they are kids who are trying to get jobs","outcomes"
"297","Positive",4.18413162231445,"very diverse and extremely helpful","diversity"
"298","Positive",4.12024688720703,"i wasnt very interested in my classmates but when i had to do work with them i was satisfied","outcomes"
"299","Positive",4.29119825363159,"classmates are fun outgoing interesting different people they are people from within the city and across the country and across the world they share their history and become good friends most of us are able to find a common bond and at least be good aquaintences for life","diversity"
"300","Positive",4.13150882720947,"fun great people to study with","community"
"301","Positive",0.193946301937103,"working towards a degree for a job but looking to have a diverse and socially fulfilling journey","diversity"
"302","Positive",4.17481756210327,"my classmates are extremely intelligent helpful and friendly everyone is willing to learn and have fun while doing it","community"
"303","Positive",4.21365261077881,"determined and inntellectual","outcomes"
"304","Positive",4.18787431716919,"very helpful and willing to get together for study groups","community"
"305","Positive",4.17484569549561,"they are helpful and personable like me","community"
"306","Positive",4.12981414794922,"very diverse and friendly","diversity"
"307","Positive",3.51562738418579,"my classmates are diverse","diversity"
"308","Positive",2.82945537567139,"large classes diverse mix of students some who work hard some who party hard","diversity"
"309","Positive",2.80357313156128,"my classmates were very diverse","diversity"
"310","Positive",4.04524755477905,"classmates are generally intelligent work hard and do well in school","community"
"311","Positive",2.43587875366211,"fun","community"
"312","Positive",4.06598854064941,"my classmates are outgoing hardworking and like to have fun","diversity"
"313","Positive",3.95426988601685,"my classmates are friendly and have a similar major to my major","community"
"314","Negative",2.39619708061218,"dynamic","diversity"
"315","Positive",4.23393535614014,"my classmates are intuitive eager and ready to learn people who are always helping their fellow peers succeed","community"
"316","Positive",4.18682861328125,"my classmates are hard working and career focused they are friendly and willing to help and also open to making new friends","community"
"317","Positive",2.35819554328918,"my classmates have the same general views and do the same things for fun","community"
"318","Positive",4.20656299591064,"the classmates i have encountered at this school are very diverse and talented individuals","diversity"
"319","Positive",2.85138988494873,"my classmates are enjoying their lives they do not overpressure themselves with schoolwork but know how to live life my classmates are individuals who love being with people the majority of them are ignorant to the realities of life they acknowledge that there are a lot of problems in the world but do not know the true effect they have on other people","outcomes"
"320","Negative",1.71125602722168,"despite there being so many of them  if you put in some effort you can feel a lot more comfortable and the large campus isnt usually a big deal","outcomes"
"321","Negative",0.441316395998001,"osu is pretty diverse but people usually hang out with their own crowd people dress very casual for class different types of students dont really interact all that much only freshman eat in the dining halls really people are middle class ohioanswhatever that means","diversity"
"322","Positive",1.2936202287674,"no one should feel out of place here there is a ton of diversity of all kinds its kind of shocking if you come from a small town like me but you get used to it eventually most people are from in state most people wear tshirts and hoodies to class its very relaxed fashion here although people go all out for parties","diversity"
