"","V2"
"164","I love being a Buckeye. Ohio State is a University with great pride. However, sometimes the pride associated with being a Buckeye can be viewed as arrogance. Many people, after I inform them that I go to OSU, scoff at me and assume that I think I'm better than them because I attend Ohio State. Also, just from talking with other students, it is no secret that OSU is one of the most disliked schools in the country. At athletic events our fans are often deemed rude and obnoxious. We are ridiculed for adding the prefix of THE Ohio State University. Ohio State tries to hold itself to a higher standard than other schools. 

Recently the Ohio State football program has gone through much scrutiny and change. It has been an interesting time to be a student to say the least. "
"165","I love being a Buckeye. Ohio State is a University with great pride. However, sometimes the pride associated with being a Buckeye can be viewed as arrogance. Many people, after I inform them that I go to OSU, scoff at me and assume that I think I'm better than them because I attend Ohio State. Also, just from talking with other students, it is no secret that OSU is one of the most disliked schools in the country. At athletic events our fans are often deemed rude and obnoxious. We are ridiculed for adding the prefix of THE Ohio State University. Ohio State tries to hold itself to a higher standard than other schools. "
"166","As I mentioned above, OSU plays host to some serious school spirit. This was never one of the things that compelled me to come here--in high school, I loathed the kinds of kids who would paint their chests for football games and live vicariously through our venerable student athletes. But surprisingly, the school spirit has become one of my favorite things about OSU. The pride that is so clearly exhibited for our football team extends into every facet of the university: from the social life to the academics, people are genuinely proud and happy to be here. Even though I'm not big on sports, it's great to be a part of such a positive environment. Additionally, the OSU ""brand"" seems to be a great foot-in-the-door for future employment, considering its plethora of prideful alumni.

I also really love the traditional college atmosphere that our campus provides. My friends and I spend a lot of time spread out in the grass on the Oval, lounging in the newly renovated student Union, or crying over textbooks in the architectural masterpiece that is Thompson Library. However, a few steps towards High Street and you're smack dab in the middle of the Columbus hub. Columbus is an awesome college city. It often feels pretty midwestern and down to earth, and certainly caters to students in some districts, but a little exploring and it's not hard to uncover a whole lot of culture here. I've been to more art galleries, DIY house concerts, craft festivals, and snobby literary-minded coffee shops than I can count. 

Before I began my freshman year, one of the things I was most concerned about was the enormity of OSU's student body. I've always been a very dedicated learner; academics are important to me. And so, I worried that in the mythical 800-person lectures I was bound to experience, I wouldn't achieve the academic depth that I pursued. But get this--going into my third year, I've never had a class that exceeded 30 students, and I've even had a few with less than 10 students. This is partly owing to my enrollment in the honors program, but also because most major classes manage to stay pretty small. I can only really speak for the English department, but I've always felt very challenged and personally encouraged by faculty members to push the boundaries of my academic life. 

About the size, though, I will say this: academics aside, the OSU bureaucracy can be brutal to deal with. Got a problem with your scholarship? Need to schedule an advising appointment? Please hold for 3 hours and someone may or may not assist you. There is a heck of a lot of red-tape to navigate through and getting things done can take a long time. 

Generally though, I do view the large scale of this university as an asset, particularly with respect to the networking and research opportunities and visiting lecturers, etc... that it provides."
"167","What overwhelms me constantly is the unity and pride felt amongst students, staff, faculty, and alumni. There is nothing like singing ""Carmen, Ohio"" with people you do not even know to bring you together with those who love what you love--your school. I think Ohio State is not only a top university, but it is also a place where students can feel at home. Columbus is a great city, and the support for Ohio State from the surrounding community is excellent. Not only that, but we as students respond to that support by giving back to the community. Three times a year, there are huge, campus-wide community service days, and that is not including what individual students and student organizations choose to do on their own. Service learning and relationship building are huge aspects to Ohio State, and any student who attends here will get to experience those bonds being built."
"168","A tremendous opportunity. The faculty are great, and almost all of them, in my experience, are willing to help if you ask. Some may think that OSU is too big, but I think that's a strength as well. Anything you could hope to find is here, and everyone ends up finding their own little homogenous groups anyway so it's not like you're one person in a sea of 50,000. There is a great combination of school spirit, intellectual atmosphere, and unique opportunities that I think make OSU a great place to be."
"169","I absolutely love the size of Ohio State. I take advantage of it's size, because I know that at some smaller schools, I wouldn't have as many opportunities as I do here. People tend to be generally impressed when I tell them that I go to OSU. Our school pride is huge and I can't help but feel that we're one, big, Buckeye family - no matter how corny it sounds. "
"170","At first glance, Ohio State seems huge. It is true, there are alot of students here, however if you take a walk on campus, you'll see that it doesn't feel as big as the numbers say. I see people I know on campus all the time, and it never takes me more than 15 minutes to walk to class. I like having some big lectures, and those lectures always have small recitations. We have great, helpful professors who are experts in their fields and endless opportunities to get involved in research. We have many successful sports teams, and some games are free to go to. They are so much fun! We have, literally, a thousand student organizations, so there is something for everyone to get involved in. OSU also has almost any major you could possibly imagine. The students here are so spirited and proud of our university, and it is inspiring. Even with all of the controversy around our football program this past year, we all still love our school. No matter where you go in the world, you are almost guaranteed to meet someone from Ohio State because we have such a large network of alumni. I also love that we are in Columbus, the capital of Ohio. When you're on campus, it feels like you're not in a big city, but when you leave, you have all of Columbus at your hands."
"171","Overall it's a great school with a lot of opportunities for students"
"172","I was hesitant to come to Ohio State at first.  The overwhelming size of the campus can be scary at first, but it's also a huge advantage.  If you have an interest, you will find someone else who has the same interests.  The size also means that if you are truly interested in a specific subject matter to study, chances are there is a professor with that interest too.  "
"173","If I could go back and repeat my time at Ohio State over and over, I would.  This school will change your life for the better.  It's a big place but that translates into opportunity.  We have had a presidential rally on campus.  There is a ridiculous amount of majors and you can try them all out if you are feeling adventurous with your general education.  It's located in a real city, with real people (i.e. not sketchy townies) and fun things to do and see.  Our president actively seeks out the student opinion and puts our interests first, don't believe me? Time voted Dr. Gee the best college president in the US.  One piece of advice that will help you transition into here, get involved! Just join something, it will give you a sense of belonging that can be hard to find at first in a big university. 

People are not joking when they say that they bleed scarlet and grey and thats not just a reference to athletics. "
"174","Wow, I could write a book. I did my undergrad and am currently pursuing my grad degree here, and I wouldn't have stayed if I didn't love it. You will have your ups and downs wherever you go, but I am so happy that I went here. It is a large school with a lot of people, but they make it pretty easy to meet people. Join clubs, keep your dorm room door open and talk to people, and you'll do great. By the end of my 4 years, I found multiple communities that I was very happy to be a part of. Columbus has really grown into quite a diverse, interesting, and fun city in these past few years - there's always something going on, for every type of interest.  I love going to a school so full of pride and history, even if the current football scenario is not looking as positive as before.  The campus is absolutely beautiful, with a great mix of old and new buildings/architecture.  Although there are so many students, the campus doesn't seem so big since it's not very spread out (unless you have classes on West Campus or in the Med Center.. then it can get a little large), and the campus bus system is pretty reliable.
The administration would be my biggest complaint.  At a school this size, you can't expect to have an advisor who will really get to know you (some might, but most don't), nor can you expect to be able to walk right in to the Financial Aid office. Whatever you need dealing with administration will require you to wait in a line, and typically a long one.
The facilities (the student union, the rec centers [there are multiple], libraries) are mostly brand new and generally very nice, though the libraries really could use some more group study rooms. I lived in a dorm for 2 years and then was an RA for a 3rd, and dorm life will really depend completely on the other people living on the floor. If you have a great RA and other people who are really looking to make new friends, you'll have a great time. If you don't, then you may need to look a little harder for friends, but you'll find them. 
As long as you're open-minded and willing to try new things, OSU will be a great place for you."
"175","I think that Ohio State offers the best of both worlds. While it is one of the largest universities in the country it maintains a small school feel. All of my classes have been 40 students or less, which made the transition from High School extremely easy and my professors always made a point to learn everyones name. The size really boils down to more opportunities to meet other students, which results in a better overall experiance. Also, Columbus is an amazing college town. There is always something to do - whether you prefer parties off of high street, bars and arts in the Short North, the Historic District, German Village, or Downtown. As far as school pride goes you can't beat Ohio State. Everyone loves being a Buckeye with the Shoe and The Schott always packed with loyal fans. One of my favorite experiences was meeting Gordon Gee, The University President, at a party. I think he was drinking a Dr. Pepper, but the fact that he was there and stayed until 12 am was pretty amazing."
"176","OSU is huge. If you don't like the city, chances are that OSU isn't for you.  It's in the middle of a city and about 60,000 people go to OSU (including grad students, etc.) There are some really large classes, but mostly only in the GECs (General Electives). Campus is amazing. There is everything you'd ever need in a 10 mile radius or less.  There is a lot of school pride at OSU. We have many traditions (most of them about football!). Even if you aren't a fan of football, chances are you will at least enjoy one game of Buckeye football."
"177","It's big...so if you like big, go.  Freshman bio 101 classes could have 700 people in them.  Unless you try and make a relationship with a professor, its not going to happen.  It's for sure a college town but you can go downtown in seconds.  The quarters are great because if you don't like a class, its over in 10 weeks.  I've really only had 2-3 good professors I liked. Most TAs dont speak english.  Lots of school pride though, sometimes crazy but you gotta love those bucks."
"178","There is a ton of school pride, and people are always impressed when I tell them I go here. We absolutely love our marching band, The Best Damn Band In The Land, and that may be one of the best things to me. There are also endless ways to get involved and everyone can find there own place where they fit in. Everyone."
"179","You have to make your OSU experience. It is a LARGE campus, and most faculty and administration care more about RESEARCH than the education aspect, which is very annoying. I wonder how it might have differed at a smaller school. Also, athletics tend to place a shadow on academics. The most important warning is that speaking English well is not a requirement for professors. I wish I'd known how many professors I would not be able to understand before I came. I had an English class professor that had just moved to the U.S. and was trying to learn to speak English still! (These professors have a research agenda, but they are giving a light academic class to keep them on staff= ANNOYING for students.)"
"180","The best thing at OSU is all the opportunities. You can do so much here. All you have to do is go to an office of research, study abroad, career advice, whatever, and they will set you up. Just showing a little interest in any of these things can get you a long way. Basically, what I am trying to say is that there are so many resources at OSU to serve the student. Its ridiculous."
"181","I love the fact that OSU is huge. There are literally thousands of people to meet. You never run out of new things to do. It never gets boring. The Oval in the spring is incredible. Whether you like to play frisbee, get a tan, smoke hookah, play guitar, walk tightrope, or just take advantage of the free foods that are given out from the various student organizations, the oval is the place to get it all."
"182","OSU is one of the biggest colleges in the United States.  Don't let that bother you!  I have all my major classes in about three buildings that are close together.  You won't have to trek all over campus (unless you want to).  OSU is also very personable...maybe this depends on your department, but my department faculty and staff for the most part know me by name.  I wouldn't change the size of OSU for anything."
"183","The best thing about OSU is its resources.  Being the largest University in the Country provides unlimited resources and opportunities.  Another perk is that OSU is very good at athletics.  From football, to basketball, even soccer, OSU has top notch athletic programs.  The major drawbacks also come from its size.  Whether you like it or not, you are a number.  I probably only see a handful of people I know walking around campus on any given day.  This provides the opportunity to meet a lot of new people, but also makes you feel less connected.  There are some amazing professors, but there are also many professors who are concerned more with their research than teacher, so be selective in what classes you sign up for.  There e-mail system sucks! (make sure you forward your e-mail to another account). For the most part I have enjoyed my time at OSU thoroughly, and think highly enough of it to come back for 4+ years of medical school."
"184","OSU is huge, but it's as big or small as you want to make it.  I think everyone here can find their own niche, whether that be through athletics, music, the arts, partying, etc.  Living in the dorms really helps you find a core group of friends, especially if you live in themed-living-learning dorm, where you live with students who have similar interests.  

I like going to a school that is so large....we have so many opportunities here and, in the rare case OSU or Columbus doesn't offer what you want, you can start your own club!"
"185","Ohio State is the biggest campus in the world. So many of my friends from high school go here and both my parents went here. I found the transition to college akward and weird here because the campus is so big and it is very very hard to establish close friends. There is a ton of pride with people yelling the O-H-I-O chant. I loved the experience of having football tickets and being in the crazy atmosphere of the crowd."
"186","Some professors suck, others are amazing, just like everyone else on this campus of 56k. It can be great, or suck, but once you are a Buckeye...it's for life."
"187","Here's what I'm going to talk about: why I love Ohio State. Admittedly, it was not the only college I applied to. I also applied to Baldwin-Wallace College and Marietta College. However, for as long as I can remember, I've wanted to go to college here. Ultimately, that is what drove my decision. And on a side note, the day I found out I was accepted here was one of the best days of my life! Before I actually got here, my family, friends, and others worried about safety, about me moving from our small, rural community to Ohio's capital. I have never felt in danger while on campus, but I know what I have to do if that situation should arise. I'll admit, too, that I was worried about my adjustment to the city; growing up on the farm doesn't exactly compare to walking down High Street, passing a variety of people, restaurants, and shops that I know would never be seen in my hometown. But once I moved in here, and after a couple days of adjusting, I knew I couldn't imagine myself anywhere else. I love walking across the Oval and seeing hundreds of other students laying out, doing homework, throwing a baseball around, or playing frisbee. I love walking past Orton Hall and admiring its beautiful bell tower. Mirror Lake is another great aspect of campus, too, and not only for the Mirror Lake Jump tradition the Thursday before the Ohio State vs. Michigan game! The RPAC is a great place to work out, too; I've never seen as many different machines that worked so many muscles I never knew I had! Aside from all these ""exterior"" reasons, I have plenty of ""interior"" reasons. I've made some great friends, and I don't have the roommate horror stories you sometimes hear. Ohio State does a fabulous job of matching people with compatible roommates. I've been able to re-connect with a friend of mine who I hadn't seen or talked to very often before now. I've been exposed to a variety of cultures, races, and traditions that have only made my experience here that much better. This university is the place for me, and it can be the place for thousands of other students, too. It's great to be a Buckeye; we love our toxic nuts!"
"188","Ohio State is known for its school pride.  Football games are one of the most spectacular college experiences you will ever have.  There are over 100,000 people rooting for the buckeyes.  Students and staff boast about the academics.  Ohio State is a very reputable research university and has challenging classes.  It is common said that there is a Buckeye everywhere you go.  It's true.  I studied abroad in Dijon, France and met a woman who had graduated for Ohio State."
"189","Great school Ed program needs revamped because after 4 years cant get liscence but still considered grad studetns so cant get financial aid our football rocks!!! most frequent complaints schedule conflicts and professors who treat students disrespectfully"
"190","There is so much school pride within the students of OSU. I have never met anyone who did not show Buckeye pride and spirit."
"191","OSU is great because it is a diverse community and prepares you for the real world. Being at such a large school gives you the opportunity to get involved in a variety of things and in whatever peaks your interest. If an organization doesn't exist, you can always create one! At first, the size can be intimidating but it doesn't take long to start to meet people and walking across campus you almost always pass someone you know. It may be a large university, but it can be as small as you want to make it."
"192","Most people are afraid to apply/attend OSU due to its size, but I think that's its best asset. There are 170 majors and you can create your own, so if you don't know what you want to do, you should come here. If you know exactly what you want to do, that program is probably highly ranked. There are so many opportunities on campus and throughout Columbus. It's easy to get a flexible job, and to find an apartment.

We also have a large number of international students, which adds a lot to the diversity experience."
"193","I love telling people I go to OSU. I feel pride in my school and letting everyone know it. The teachers here are mostly good teachers and it is very easy to make friends since there are so many students."
"194","The tradition, people, athletics, academic standards, the oval in the spring. The tendency of a select few to make the entire university community look bad. Just right- growing up in a small town, I wanted to go someplace where no one knew me and I didn't know them! Well depends on who you talk to- usually they want to know if I was one of the few that rioted aftter the Michigan game, or how many ball games I attended. On campus, most of my time is spent in class, at the Shoe or Schott watching my beloved Buckeyes, or in the fall and spring- hanging out on the Oval. TOTALLY a College town- just head down Lane Avenue on a Saturday in October. Well, this year's is WAY better than the previous, I mean where else can you go and find the President of the University sitting at the lake on campus eating hi slunch, just so he can be closer to the students, or have that same president- who is in his 70's come out on a Saturday night to a hockey game and REFUSE his boxseats because ""those kids look like they're having fun down there"" and he comes and sits down besides you?! Controversy? Why the football team choked yet again in the title game. ARE YOU KIDDING ME? See my answer for the college town question. Well if you consider jumping into a freezing cold pond in November unusual then, sure, why not? Well actually I have several first off, the 2004 CCHA Supersix Championship win over M!ch!g@n at the Joe, John Dingle's OT goal to advance the Bucks in tournament play, and then all the great trips I took with Block O. PARKING! and the cost of going to the greatest school in America!"
"195","Everyone complains about how OSU is ""too big/impersonal"" and how Columbus ""sucks"", but this usually comes from people who are too lazy to seek out and access resources for themselves. If there is anything I have learned about both OSU and Columbus, it's that you can pretty much find something, someone or somewhere to suit whatever needs you have - whether it's personal, academic or professional. Now I sound like I'm writing a brochure, but seriously...this is a place that should not be underestimated.

That said, one limitation of the size is how horribly bureaucratic this place is. While most students can get their needs met, sometimes they have to be pretty aggressive about making anything happen. Here's how it often works: You need something. You look up online the office that deals with whatever issue you have. You go to that building. They tell you to go elsewhere. You go to the other place, and the person at the desk looks at you like you're from outer space when you explain why you're there. You're told to call someone. You call, and you're put on hold. After you're taken off hold, you get a recording and menu. You finally talk to a person, who tells you to call someone else. Finally, the last person you call directs you to his/her boss (who can deal with your problem), but not without admonishing you to ""always look on the website first"" to see whom to call before bothering them."
"196","A lot of people feel like Ohio State is so large that they would become just another face in the crowd if they came here. But the great thing about a huge university is the huge number of opportunities you have. There ARE a ton of students here, but that just means that you're practically guaranteed to find some awesome people that are interested in the same things you are. And while OSU is definitely a big school, it doesn't take long before you start to feel like you're part of the family.

Another great thing about Ohio State is the number of traditions that we have. From jumping in Mirror Lake to yelling ""O-H! I-O!"" at each other around campus, football season at Ohio State is definitely an exciting time to be a Buckeye. Being surrounded by 100,000 other screaming Ohio State fans at a game is definitely an experience I'll remember for the rest of my life."
"197","OSU's OIE service is the best that I have seen."
"198","-the quarter system is best
-the cost is ridiculous given that most of tuition is spent on pointless construction
-it's a bit too big
-people kind of expect students to be at OSU if they live in or around Columbus
-most time spent in classrooms
-the administration is fairly useless
-I think most people are proud of the football team, but most are also fed up with the school itself because of the administration
-most frequent complaints are cost and constantly being screwed over because graduation requirements seem to change from quarter to quarter and it seems the university is doing all it can to keep us there as long as possible to suck us dry of any chance we have of clearing up student loan debt"
"199","Diversity is at a premium at Ohio State. No student ever feels singled out as a student at Ohio State. I have never felt anything but support from all my classmates. When I face uncertainty they help me work through it. When I have an idea they listen instinctively. When they talk I do the same. We work together to get the best possible educational outcome possible because each student came here for an education and they all respect that."
"200","Ohio State is the largest campus in the country. That being said, we quite clearly have a very diverse student population. It seems that many of our students are from Ohio, which is a common occurrence among all universities, but we also represent the majority (if not all) of the states and many international countries. Just a year ago I had class with a girl from China who had only been in the States for a couple of months and only came here to attend Ohio State. No matter where you go or what classes you take, you have the opportunity to meet someone very different from you."
"201","We have a great amount of diversity here at Ohio State.   A lot of ethnic minorities, international students, LGBT, etc., etc.  I think (I know) it could be better, but at least the white suburbanness is diluted a little.  As an out of state student sometimes I feel overwhelmed by the number of Ohio natives, but there's always some place to stay if we want to travel in-state for a weekend trip or something.
I wouldn't say we're the most attractive group of people in any university ever, but I see it more as a pro than as a con.  We have a lot of people from all over the spectrum, and bars/parties/societies usually (to my experience at least) aren't discriminatory.  
Ohio State is said to be a very fit campus, and I believe it.  But there's a lot of body diversity as well.
It's hard to pinpoint the students at OSU because we're so huge.  We've got everyone in droves.  "
"202","Students at Ohio State come in all shapes and sizes.  We are black, white, gay, straight, rich, poor, atheists and Catholics.  You can't feel out of place here because nobody really knows what in place actually is.  It's easy to make friends in a class even if you don' t know anyone, especially if you don't know anyone.  There's a good chance you have somethign in common with the person beside you. Often, I'll have conversations with people about their hometown, their major, their age, the high school they went to, the boyfriend/girlfriend they have, and even how they ever ended up at Ohio State, and after pointing out a list of differences, there will always be one thing we have in common, and that's dealing with this same professor for ten weeks.  Most of my friends are from Ohio, paying in-state tuition, but I know a lot of other students who have gotten scholarships and come from places as far away as Lebanon and India.  "
"203","OSU is such a massive university that it's really impossible to describe a generic student. There are so many majors and clubs that the subgroups into which a person can fall are nearly infinite. The only thing that I would say connects almost all of us is football season. When the Buckeyes take the field in the fall, watch out 'cuz we're all nuts."
"204","Students here are diverse and full of spirit, energy, and pride for our university. We have a large international student population, many students from Ohio, and many from out-of-state. Students wear anything from business casual to sweatpants to class. I truly believe that anyone can find their place and fit in here."
"205","My classmates are like me, helpful, thoughtful, creative, and ready to learn."
"206","My classmates are all aspiring, successful students with ambition, goals and dreams."
"207","Mostly from the midwest but many from all over the world and the rest of the us."
"208","60{4a082faed443b016e84c6ea63012b481c58f64867aa2dc62fff66e22ad7dff6c} of the students here are basically the same, whether they be Greek or ""geed""; they like the Buckeyes and they like to party.  There does seem to be a growing hipster/alternative movement, inspired a lot by Columbus itself.  Then there are the athletes and the students and the kids who take sports and class and staying in shape over getting wasted."
"209","There are people here from everywhere.  Every county of Ohio, every state of the USA, and although I don't have proof, i would bet someone from every single country.  If you are a minority or just ""different"", you will find that here.  "
"210","Every kind of student goes to Ohio State.  I have met the international, LGBTQ, atheists, catholics, nerds, jocks, greeks, stoners, organic garden loving, whatever, students. They all attend OSU and they all walk away with friends and respect for each other.  

But be forewarned, if you are not ready for someone to disagree with you, I'm looking at you religious folks, you are going to have to get over that.  Everyone is accepting of others beliefs but a big part of Ohio State is learning how to interact with people different than you. You will be leaving your bubble and meeting some amazing individuals and sharing your experiences with them as well,  so don't close yourself off to it. "
"211","Ohio State students, for the most part, are very driven and want to succeed, while also having fun."
"212","My classmates are all extremely focused, hard working, friendly individuals who have both their own and their own classmates interests at heart and never settle for less than their best."
"213","Ohio State Students are very out going with great attitudes and personalities. We know what it takes to be a buckeye because we show our love for our university by going to all kinds of Ohio State games and wearing our OSU gear."
"214","My classmates are very diverse from all around the state, country, and the world."
"215","My classmates are proud, hard-working students who aspire not only to succeed but also to help others succeed."
"216","Classmates at ohio Ohio state are very nice, respectful, helpful, and understanding of you."
"217","My classmates at The Ohio State University are very eager to make the most of their college experience."
"218","My classmates are very driven, hard working, but often willing to work together."
"219","My classmates are driven to excel. These students have worked extremely hard to get into the University and continue to work at this rate so that they can achieve top grades in their class. They are motivated both internally and externally. While students study hard in order to receive good grades, they also do so because they want to achieve their best."
"220","My classmates are fun, enjoyable, nerdy, helpful, outgoing, successful peers that are willing to meet up and study with me."
"221","Eager, competitive, and diligent, but always willing to lend a helping hand."
"222","There are alot of people here in general and all that I have come across are respectful, kind, and help you out if at all possible."
"223","My classmates are mostly nice, definitely competitive."
"224","my classmates are smart funny and great learners."
"225","A group of extremely diverse, hard working, and competitive students who make me an overall better person, and an overall better student by making me strive to work harder and succeed."
"226","You won't find there is much of a typical classmate, but there will be people of all types here."
"227","My classes are hard-working students strivng to get most out of the college experience"
"228","Friendly, intelligent individuals who are eager to learn new things and are full of life."
"229","The students at The Ohio State University are a large, slightly dysfunctional family that will always come together at the end of the day despite potential differences."
"230","My classmates are goal oriented people that are willing to learn as much as possible."
"231","The student population at Ohio State is very diverse; with around 50,000 students, there is no way to sum up the student body in just one sentance."
"232","Dedicated."
"233","My classmates are diverse, intelligent, and determined."
"234","My classmates are intelligent, creative and fun to be around."
"235","My classmates at Ohio State are all very different. Most students are on the shy side but want to make friends and are just a little too nervous to reach out.  Then there are some students who want to be everybody's friend. All in all you will make friends that will last you a lifetime!"
"236","everybody is dedicated into doing well in class. we motivate and help each other out."
"237","Friendly, diverse, open, engaged, hardworking,  intelligent, creative, leaders and aspiring are all words that describe my classmates, but what defines each classmate the most is the differences, unlike any other school of conforming, similar students, the differences in personality that make each classmate their own individual and create an everlasting balance of amazing archetypes.   Together, we can accomplish anything."
"238","My classmates vary widely in their passion for learning.  Because Ohio State is such a large school there are a lot of foreign students which helps me in learning how to communicate more effectively and become more well rounded.  This also provides a view into what my competition is instead of just on a national level."
"239","Many of my classmates are average 20 year olds.  Many of them are smart and driven individuals who work hard to achieve good grades.  There are also students who don't care much about school but would rather party every night.  At OSU there are pleanty of both type of student, you can decide your own path."
"240","The students at The Ohio State University are fairly diverse, with varied interests and backgrounds. Overall, the majority of the students aer white, although there is a substantial amount of diversity when comparing the university against the demographics of the state. Many seem to be academically driven, although there will always be a range of motives as to why students are in college."
"241","People here are friendly, eager-to-help, and approachable."
"242","My classmates are very diverse."
"243","In my Japanese, Math, Business Survey and Linguistics class, my classmates are respectful and fun to be with."
"244","My classmates cannot be described in one sentense due to the extreme diversity our school offers."
"245","Most are academically and socially well rounded, career driven students."
"246","My classmates at Ohio State University came from all corners of the world each with their own perspectives and unique life experiences adding richness to each of our many class discussions as well as to the total Ohio State campus experience."
"247","Ohio State is big enough that pretty much every race, religion, and socio-economic class is represented, but everyone is brought together through their role as a Buckeye. I have friends from all different demographics and many who are from different countries. Most students in the business school are middle class or wealthy, but financial aid does a great job of evening the playing field for those who are less fortunate. A few years back OSU students predominatley wore athletic clothing most of the time, but recently there has been a shift to more of ""J-Crew U"" type of style. Kids still rock sweat pants every once in a while, but not as much as in the past. Campus definitely feels stylish but casual."
"248","Due to the fact that I have  over 3,000 classmates, I would describe them as diverse, accepting, open , intelligent, and fun."
"249","My classmates understand the key to success is a strong balancing of academics, fun, friends, family, and extra-curricular activities."
"250","Very diverse and intelligent."
"251","They are mostly studious  and  everyone I've met has been very nice."
"252","The classmates are there to study, they are somewhat friendly and helpful. Mostly keep to themselves."
"253","At Ohio State class sizes tend to vary and in result the dynamics of the people change.  In large lectures, there is a sense of respect for the professor and other students.  While in smaller classes there is more of a sense of closeness and connectedness amongst the students and professors.  In the end, no matter what the class size everyone is there to learn.  Outside of the classroom, classmates are friends, roommates or floor mates.  The bound you form with these people outside of class is the bound that will last a lifetime."
"254","Classmates are friendly and tired."
"255","Many are strongly opinionated and unwilling to progress their veiws and beliefs beyond the social constructions of the college society."
"256","The great thing about OSU is that there is no typical student; the student body is so diverse."
"257","My classmates could best be described as very preoccupied, always too concerned with their own affairs to bother to stop and breathe in some fresh air so to speak."
"258","My classmates are helpful and interested in learning."
"259","My classmates are energetic, engaged, and the most amazing people I've ever shared a classroom with."
"260","The students at The Ohio State University are very intelligent. I do not have to go far to find help with an assignment. My classmates are also very nice and most of them seem like they are willing to help others."
"261","At Ohio State, all my classmates and I feel a strong sense of comradery with one another as we are united with the common goal of graduating."
"262","Classates at The Ohio Stahe University are extremely diverse, but almost always open to new and exciting experiences."
"263","My classmates are very conservative, most of them I believe are anti-feminist and they are very instrisic when in class."
"264","My classmates are very focused, and sometimes care-free. Sometimes they get stressed out over midterms and finals, but overall my classmates are very smart and determined.  Most of the people in my class are also knowledgeable about other topics besides their major."
"265","Anybody who you want to meet or want to know."
"266","Most of my classmates come from similar backgrounds and which are conservative middle to upperclass white. I will say that although I am not like them in refering to background they are mostly kind and open to new ideals."
"267","My classmates range from athletes, hoping to go on to professionally, to the  quintessential  student, always studying day or night."
"268","My classmates are not my competition, but rather a diverse set of individuals that if I'm lucky, I shall learn from."
"269","My classmates are very open minded, kind, compassionate, and very out-going."
"270","My classmates are welcoming; no matter who I sit next to in class, everyone is always willing to go out of his/her way to help out a fellow classmate if they do not understand a concept."
"271","My classmates are respectful, caring, and intelligent."
"272","My classmates are both diverse in culture and in age, ranging from those just beggining their journey to achieve their ideal careers to those coming back to achieve a premium education."
"273","My classmates are hard working, driven students who are looking to get the most out of their time at Ohio State."
"274","Hard-working individuals who want to do well and succeed in life."
"275","My classmates are and interesting group of people with varying interests and ideas."
"276","The students here are a very diverse, intelligent and dedicated bunch."
"277","My classmates are typically respectful and diverse, and generally take many notes and listen in class."
"278","There's a lot of diversity at this university; you encounter people of different backgrounds from various areas of the globe. The largest minority group on the campus are asians/pacific islanders, but regardless what their social background may be, all of my classmates are very polite, mature, eager and willing to assist others along the way who need the help. In addition, nearly every student at the campus is involved in some sort of activitiy that is supported by the university. This broad discription gives anyone just a small idea of the school spirit behind this university's students."
"279","In many of my art classes, I seem to meet the most approachable people; however, in most of my larger lecture classes, my classmates seem to be unfriendly and mainly just keep to themselves.  This doesn't really bother me because I am not in a lecture to socialize, but  it would be nice to have more neighborly classmates."
"280","Very supportive and fun to be with."
"281","Classmates are of all different ranks and are very friendly."
"282","My classmates are very fun and passionate about their future and academics. They want to learn and want to be in class."
"283","They are friendly and helpful as well as diverse in background and interests."
"284","At Ohio State there is a diverse student body, but everyone is connected with one common passion; life as a buckeye! Once you are a student of The Ohio State Univeresity you are forever dedicated to the school!"
"285","My classmates are young, inspired individual who are investing in their futures to make their communities, and in a certain sense, the world a better and more cohesive place to live."
"286","There is every type of student at OSU. You can far lefts, far rights, and everything in between. There are people who party and people who study. There are a lot of people from all different backgrounds. There really isn't much to say here.  Really, at OSU, any person is welcome."
"287","Most students are open and friendly and enjoy the enviroment they are in."
"288","My classmates are similar to myself.  They are fun, outgoing people who are serious about getting a good education.  They know how to have fun, but when it is time to get serious, they are serious.  My classmates are very sociable and generally are not shy."
"289","Isolated, yet interdependent"
"290","OUTSIDE OF RACE, UNIQUE AND DIVERSE AS FAR AS PERSONALITY AND BACKROUND"
"291","ready to learn"
"292","My classmates are hard-working and dedicated to their academic career."
"293","My classmates are all music majors that come from many different cultures and backgrounds."
"294","Academically focused, friendly individuales."
"295","Very well spirited, mostly focused, but know how to relax and have a good time too which leads to a very successful, rewarding, and balanced lifestyle and learning environment."
"296","differs based on class"
"297","Eager to learn and determined to understand."
"298","Mostly helpful."
"299","My classmates are very energetic and hardworking people."
"300","Everyone here loves OSU. School spirt is in abundance. Students are friendly and a there's a sense of brotherhood among all Buckeyes."
"301","Most of the classmates that I have had are incredibly helpful; if it werent for the study groups that I made with people in my math and chemistry classes, i'm not sure that I would have passes those classes."
"302","Focused."
"303","They are kids who are trying to get jobs."
"304","Very diverse and extremely helpful."
"305","I wasn't very interested in my classmates, but when i had to do work with them i was satisfied."
"306","Classmates are fun, outgoing, interesting, different people. They are people from within the city and across the country and across the world. They share their history and become good friends.  Most of us are able to find a common bond, and at least be good aquaintences for life."
"307","Fun great people to study with."
"308","Working towards a degree for a job but looking to have a diverse and socially fulfilling journey."
"309","My classmates are extremely intelligent, helpful, and friendly; Everyone is willing to learn and have fun while doing it."
